review_id,review_text,rating,product_name,product_category,predicted_label,confidence_score
15855455600,pesanan tidak dikirim,2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
54803602129,"Produknya bagus, tapi toko gak amanah co bbrp produk tapi ada yg gak di kirim",2,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9949
25509780740,"Tekstur:cair
Aroma:wangi
Keaslian:jelas

Ass, suka beli di toko ini karena tokonya fast respon. Terima kasih",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,positive,0.9996
16312454171,Tidak di kirim,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9994
7614737035,"Warna:hitam
Kenyamanan aplikator:belum di coba
Ketahanan:blm tau",4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9989
13537919166,pensil alis tidak sesuai yang datang,4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9994
55084844658,Pelembab dan cleanser ovalnya tdk dikirim,3,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9993
16614198568,"Tekstur:bagus
Warna:mantap
Kegunaan:sesuai

Terimakasih seller barangnya sudah diterima, sangat sesuai yang diharapkan. Pelayanannya baik, sellernya super ramah. Saya bakal belanja lagi. Thank you.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
29857528763,"Tekstur:tekstur cair
Cocok untuk:gaya remaja yang dinamis dan trending
Warna:sesuai ekspektasi dan menarik

Sangat puas dengan belanja di sini. 
Kualitas produk oke, pengiriman cepat. 😍",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
15597956180,"Tekstur:lembut ringan
Warna:sangat cantik buat ombre

Sy jatuh cinta sm OMG, lipstikx harum, ringan, lembut. terus tahan lama. 
matte bgt 
bklan order warna lain lagi",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
27632200785,"Tekstur:ok
Kegunaan:ok
Keaslian:ok

Bagus banget, sesuai gambar dan nyaman banget dan lembut",5,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,positive,0.9996
30364636481,"Hada labo the best. Selalu suka sama produknya, yg ini lembut gk bikin muka kering",5,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,positive,0.9996
11581820449,"Profil Kecantikan:bagus

Pesanx 2 wrna bumble 1,ekspreso 1 .tpi yg datang malah wrna bumble smua,untung ada teman yg mau listip x juga klw ngk Sy ajukan pengembalian",4,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9956
7736149497,"Paket sudah sampai, pengiriman juga cepat sampainya.....",4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
52227695372,Pelayanan buruk,1,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9995
11380520926,Masih tersegel barangnya ya kak. Blm aku pke masih ada ssoalnya,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9955
16423428798,Produknya udah sesuai TAPI pengiriman nya lama banget untuk yg 1 kota yang biasanya pesan hari ini besok dah sampai,1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9978
16370129046,Produknya habis jadi nggak ada yg dikirim,3,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9991
16189129552,Kapok beli di toko ini,1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9994
16895233274,"Tekstur:ga sesuai
Keaslian:ga sesuai

Yang dioesan kain yg datang juga lainn, yg dioesan moustutizer yg datang malah face wash",1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9993
12931795963,"Kurang matte di bibir,pecah2",3,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9992
15849361292,"Barang kurang tpi di ganti pembayarnnya, agak lama dtngnya sih",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9988
32267399188,wkwkw demiallah ga dikirim semuaa,1,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9988
7608803990,"Warna:Dua warna Sama ,10 shell,

Pesanan sudah diterima,  tapi sayang😠 kita pesan 2 dikirim, malah dikirim 1,😡 ,, tokoh ini tidak amanah",2,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9994
29761082774,sudah langganan belii facial wash hada labo ini disini! thankyou seller!,5,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,positive,0.9996
15496201320,yang dipesan lain yang dtg juga lain!mana dtgnya lewat dri tgl estimasi smpainya,4,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,negative,0.9985
16310632592,"Barang sih ok ok aja,tapi sayang pengiriman nya lamaaa bangetttttttt,seller nya juga gak ramah..",3,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9978
15372364170,pesan instan 2 jam dari kemarin jam setengah tiga tapi diantar baru hari in,3,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9997
29952376107,"Ini cocok bangett untuk pemula yang baru belajar ngalis guyss, sangat recommended pokoknyaa.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
33562947256,make over b11 new rules dupenya OMG no 15 experesso,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,neutral,0.9993
16934553497,"Anda bisa membatalkan langganan YouTube Premium kapan saja, tergantung cara Anda berlangganan:
Jika Anda berlangganan melalui Apple Store atau Google Play Store, Anda perlu mengakses akun toko Anda untuk menonaktifkannya.
Jika Anda berlangganan",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,neutral,0.9996
19671682035,"Yg dipesan apa, yg dtg apa, tdk lagi mau belanja disini, sbnarnya tdk mau terima, tpi malas tukarnya, tidak rekom dan tdk amanah, yg dipesan harga 25k, yg dtg harga 15k, hahaha iyuh👎👎",1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9994
25838761535,Udah habis berapa botol. Awet bisa buat 2 bulanan. Toko udah andalan banget. Thankyou seller. Luvvv💕,5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,positive,0.9996
42086015030,"Tekstur:gk dikirim

gk dikirim semua.udh cht katanya mo kebaliin dana tapi gk dibalin pftt
alesan doang banyak .duit segitu kalau gamau balikin bilang aja",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9993
72400912318,gimna sihh aku pesan yng besar malah yng datang kecil semuaaaa,1,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,negative,0.9976
33552799588,"Pesan kuas buat alis, yg datang malah kuas masker",1,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,negative,0.9985
31766449856,UANG SAYA TIDAK DIKEMBALIKAN SEPESER PUN PADAHAL SUDAH DIARAHKAN AKAN DIKIRIMKAN DIDALAM PAKET TAPI TIDAK ADA SAYA SUDAH CHAT ADMIN TAPI BALASANNYA SEAKAN TIDAK MAU MENGEMBALIKAN,1,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9993
9861596305,Pesanan aman cuman salah kirim shade. Aku pesan yg darkbrown tpi yg dikrim soft brown,4,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9993
13668638871,saya pesannya gokujyun tapi yang dikirim shirojyun😌,1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9977
31219575659,"bagus barangnya, murah lg hrgnya.. rapi packing nya.. thanks seller 👍",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
13728702962,"Sangat cantik dan pengiriman cepat,pekingan nya juga sangat bagus rapih dan kokoh jadi kita Tdak takut lipstiknya pecah soalnya sangat kuat",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
96057194776,saya pesan dua lem kuku yang dikirim malah satu,1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9994
38498583414,"barang tidak datang, uang sudah di refund terima kasih",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.999
36153427519,"Tekstur:padat dan lembut
Warna:hitam pekat
Kegunaan:mempertajam alis

Sangat puas dengan pensil alis implora. Warnanya terang dan ngga gampang hilang. Harganya juga murah. Komplit ada peraut dan sisir alisnya juga buat ngeratain warna pensil alisnya",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
45993928379,Pesan 3produk yg dkirim cuma 2 barang seharusnya konfir dlu,2,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9985
7867859145,Packet NY sdh d Terima .. Pesanan nya juga sesuai semua nya.. Makasih seller Dan shoppe,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
13663224178,tolong cek dengan benar pesanannya yah. soalnya saya pesan hadalabo shirojyun yang datang malah gokujyun. saya harap bisa dijadikan pelajaran untuk teliti,2,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9978
8626592858,"ini bagus bangett, aku sukaa huhuuu recomended to buy dehh!!",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
63419379614,"emang udah paling bener di omorfo, pengirimannya cepat, tokonya amanah, barang datang dengan aman terlebih lagi murce",5,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,positive,0.9996
16914725388,Tekstur:tidak ada barangnya,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9993
3116781085,Pesanan lengkap. Semua barangnya good 😍😍😍😍 thank you seller,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
11102157185,"Paket saya sudah sampai, cepet banget, co hari ini, bsknya sampai, thx seller",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
16516844220,"barang yang datang tidak sesuai, sudah hubungi admin melalui chat & whatsapp namun belum digubris hingga saat ini",1,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9991
77224484490,"Keras bgt produknya ga seperti biasanya, ini pertama kli beli keras smpe susah bgt kluar dri wadahnya",2,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9991
16689195567,"Tekstur:cair
Cocok untuk:oily skin
Keaslian:asli

terimakasih ya omorfo, aku suka belanja disini",5,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,positive,0.9996
61231328301,"salah satu pensil alis yang memiliki warna hitam pekat ketika di aplikasikan, namun memang tidak tahan ketika terkena air walaupun tidak seluruh warnanya pudar",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9986
15451139970,"Tekstur:creamy
Warna:hitam
Kegunaan:pensil alis

Langsung CO 4 dapat harga 17rb...
👍👍👍",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,neutral,0.9984
75316389071,"kalo bisa jangan pake lakban coklat ya kak, karna nempel sisa lakbannya warna coklat",5,[Omorfo] HADA LABO All Series | HADALABO Gokujyun | ShiroJyun | GokuJyun Alpha | Tamagohada | Face Wash | Lotion | Essence | Toner | Cleansing Oil | Face Mist | Moisturizer Shirojyun,skincare,negative,0.9985
27953012000,"Selalu saja paket sy di kirim di malam hari. Jam tidur kyrir tlp2.. Payment dari siang, paket di kirim di malam hari. Tolonh perbaiki cara kerja anda.",4,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9991
44899713573,"Tekstur:12 Scarlett

Suka skli, sudah langganan juga di toko ini 🥰",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
87999840895,"Tekstur:padat
Warna:hitam
Kegunaan:asli",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9981
12366366293,"Hasil cekout ke sekian kali dan selalu puas dengan pelayanannya, packing rapi dan aman. Terimakasih",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
15434817140,Barangnya kosong tp dipilihan produk ada🤧🤧,3,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9991
16526223271,kecewa bngt pesan 2 di kirim 1 produk adminnya di cht tdk na respon ki weee dri kemarin saya konfirmasi tpi tdk di respon sama sekali,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9993
35019276388,Pesan suncreen implora dtngnya hansui,2,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,neutral,0.9997
15756416537,sangat cocok digunakan untuk membentuk alis dan teksturnya sangat lembut dan nyaman,5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
70223997493,"Tidak sesuai, yang di kirim kosong tidak ada bedaknya",1,[Omorfo] Accessories Kuas Eyebrow pipih | Kuas alis mata | bulu pipih hitam makeup ultra thin Brush makeup bulu sintetis,aksesoris,negative,0.9994
47806255347,"Tekstur:sangat lembut dan wangi
Warna:sangat bagus dan sesuai dengan gambar
Cocok untuk:orang dewasa",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
11714950696,lain kali klw pesan d perhatikan biar pgriman tdk salah kadang btl yg d krm kadang tdk seauai yg dtng,5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9979
6068666664,Minta wrna hitam dikirim silver🤦 seller gak respon,1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9993
16051235506,"Pesanan yg dikirim tidak sesuai , slow respon !",1,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,negative,0.9994
16914598018,Kurang tahan lama sih menurutku,4,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9991
12136891123,"Efek:alis jadi chantiqq. Suka bgt deh!!
Kemasan:good as always
Profil Kecantikan:good for all skin tone.",5,[Omorfo] IMPLORA Eyebrow Pencil 2in1 Original BPOM | Pensil Alis Black Brown Dark Brown Grey Brown Plus Rautan Spoolia Brush,makeup,positive,0.9996
16033817291,"Bagus, original, pengiriman cepat, murah, banyak promo, gratis ongkir",5,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,positive,0.9996
16561969511,Tidak lengkap tdk ada ikat rambutnya,3,[Omorfo] OMG OH MY GLAM Lip Series | OMG OH MY GLAM Matte Kiss Lip Cream | Oh My Glam Gloss Lip Finish Vinyl 2.7gr OMG Lip Gloss Lipgloss | Lip Tint | Glassy | OMG Lipcream | OMG Lip tint | OMG Glassy liptint,lip,negative,0.9993
16228610822,Barang yang dikirim kurang.. saran saja sama dengan orang yg ingin beli disini.. kalau beli online apalagi di toko ini jangan lupa untuk video unboxing,1,[Omorfo] MADEO Deodorant Spray (BPOM)  | Penghilang Bau Badan Ampuh | Pemutih Ketiak | Solusi Bau Keringat,deodorant,negative,0.9982
